category,timestamp,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
OutboundTrafficMetrics,30-05-2023 05:39:01,1,9,2,4080,4,4008,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:01,0,0,3,6304,3,6304,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:11,3,35,4,21800,8,21520,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:11,0,0,6,8608,7,8608,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:11,3,35,4,21800,8,21520,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:11,0,0,6,8320,7,8320,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:21,0,0,1,1632,2,1632,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:21,0,0,1,2152,2,2152,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:21,0,0,1,1632,2,1632,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:21,0,0,1,1576,2,1576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:31,1,9,3,14960,5,14888,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:31,0,0,3,21296,5,21296,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:31,1,9,3,14960,5,14888,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:31,0,0,3,21008,5,21008,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:41,1,9,2,6368,3,6296,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:41,0,0,3,3256,3,3256,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:41,1,9,2,6368,3,6296,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:41,0,0,3,2960,3,2960,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:51,3,27,4,2712,2,2496,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:51,0,0,4,2528,2,2528,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:51,3,27,4,2712,2,2496,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:51,0,0,4,1952,1,1952,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:39:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:39:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:01,3,27,2,4632,5,4416,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:01,0,0,3,7248,4,7248,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:01,3,27,2,4632,5,4416,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:01,0,0,3,6960,4,6960,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:11,2,18,8,61928,15,61784,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:11,0,0,1,26664,11,26664,11,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:11,2,18,8,61928,15,61784,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:11,0,0,1,26080,10,26080,10,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:21,3,27,5,7424,7,7208,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:21,0,0,8,13096,9,13096,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:21,3,27,5,7424,7,7208,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:21,0,0,8,12808,9,12808,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:31,1,9,3,8816,5,8744,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:31,0,0,3,11304,6,11304,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:31,1,9,3,8816,5,8744,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:31,0,0,3,10728,6,10728,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:41,2,18,1,1904,2,1760,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:41,0,0,1,2112,2,2112,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:41,2,18,1,1904,2,1760,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:41,0,0,1,1704,2,1704,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:51,1,17,2,7032,3,6888,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:51,0,0,3,2944,2,2944,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:51,1,17,2,7032,3,6888,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:51,0,0,3,2656,2,2656,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:40:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:40:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:01,0,0,2,5144,5,5144,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:01,0,0,3,7584,5,7584,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:01,0,0,2,5144,5,5144,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:01,0,0,3,7008,4,7008,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:11,2,18,4,19328,10,19184,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:11,0,0,7,17040,7,17040,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:11,2,18,4,19328,10,19184,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:11,0,0,7,16752,7,16752,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:21,2,26,1,14216,8,14008,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:21,0,0,1,31312,9,31312,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:21,2,26,1,14216,8,14008,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:21,0,0,1,30728,9,30728,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:31,1,9,2,4776,3,4704,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:31,0,0,2,8744,4,8744,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:31,1,9,2,4776,3,4704,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:31,0,0,2,8456,3,8456,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:41,1,9,1,1176,2,1104,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:41,0,0,1,1704,2,1704,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:41,1,9,1,1176,2,1104,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:41,0,0,1,1120,1,1120,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:51,1,9,5,17776,5,17704,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:51,0,0,6,13392,4,13392,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:51,1,9,5,17776,5,17704,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:51,0,0,6,13032,4,13032,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:41:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:41:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:01,1,9,4,5776,5,5704,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:01,0,0,5,7240,4,7240,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:01,1,9,4,5776,5,5704,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:01,0,0,5,6952,4,6952,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:11,1,9,9,40808,14,40736,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:11,0,0,1,34152,11,34152,11,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:11,1,9,9,40808,14,40736,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:11,0,0,1,33568,11,33568,11,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:21,1,9,1,1208,1,1136,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:21,0,0,1,1544,2,1544,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:21,1,9,1,1208,1,1136,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:21,0,0,1,1248,1,1248,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:31,2,18,4,11848,6,11704,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:31,0,0,4,16792,5,16792,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:31,2,18,4,11848,6,11704,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:31,0,0,4,16208,5,16208,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:41,0,0,1,2128,3,2128,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:41,0,0,1,2768,3,2768,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:41,0,0,1,2128,3,2128,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:41,0,0,1,2360,3,2360,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:51,1,17,1,6632,2,6496,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:51,0,0,1,2184,2,2184,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:51,1,17,1,6632,2,6496,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:51,0,0,1,1896,2,1896,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:42:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:42:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:01,0,0,2,4664,4,4664,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:01,0,0,3,6992,4,6992,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:01,0,0,2,4664,4,4664,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:01,0,0,3,6416,4,6416,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:11,2,18,6,32432,13,32288,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:11,0,0,1,23808,12,23808,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:11,2,18,6,32432,13,32288,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:11,0,0,1,23520,12,23520,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:21,2,26,3,5896,6,5688,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:21,0,0,4,8296,8,8296,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:21,2,26,3,5896,6,5688,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:21,0,0,4,7712,8,7712,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:31,1,9,1,2720,3,2648,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:31,0,0,1,4552,3,4552,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:31,1,9,1,2720,3,2648,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:31,0,0,1,4256,3,4256,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:41,2,18,9,7624,5,7480,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:41,0,0,1,20264,5,20264,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:41,2,18,9,7624,5,7480,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:41,0,0,1,19688,5,19688,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:51,0,0,2,2528,1,2528,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:51,0,0,2,1960,1,1960,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:51,0,0,2,2528,1,2528,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:51,0,0,2,1672,1,1672,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:43:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:43:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:01,1,9,4,16056,9,15984,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:01,0,0,8,16392,8,16392,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:01,1,9,4,16056,9,15984,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:01,0,0,8,16096,8,16096,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:11,1,9,4,23656,12,23584,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:11,0,0,9,14792,8,14792,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:11,1,9,4,23656,12,23584,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:11,0,0,9,14216,8,14216,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:21,1,9,3,1048,1,976,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:21,0,0,3,1392,1,1392,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:21,1,9,3,1048,1,976,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:21,0,0,3,1096,1,1096,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:31,1,9,4,21488,8,21416,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:31,0,0,5,23216,9,23216,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:31,1,9,4,21488,8,21416,8,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:31,0,0,5,22632,9,22632,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:41,3,27,5,15296,11,15080,10,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:41,0,0,1,22616,14,22616,14,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:41,3,27,5,15296,11,15080,10,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:41,0,0,1,22320,14,22320,14,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:51,1,17,3,5816,3,5672,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:51,1,9,4,8312,3,8240,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:51,1,17,3,5816,3,5672,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:51,1,9,4,7616,3,7544,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:44:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:44:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:01,0,0,2,8432,4,8432,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:01,0,0,3,6608,4,6608,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:01,0,0,2,8432,4,8432,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:01,0,0,3,6312,4,6312,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:11,1,9,4,18568,9,18496,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:11,0,0,5,14584,8,14584,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:11,1,9,4,18568,9,18496,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:11,0,0,5,14288,8,14288,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:21,3,35,3,37616,11,37328,11,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:21,0,0,4,64816,12,64816,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:21,3,35,3,37616,11,37328,11,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:21,0,0,4,64232,12,64232,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:31,1,9,3,70760,19,70688,19,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:31,0,0,4,185472,29,185472,29,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:31,1,9,3,70760,19,70688,19,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:31,0,0,4,185184,29,185184,29,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:41,0,0,1,1536,2,1536,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:41,0,0,1,2200,2,2200,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:41,0,0,1,1536,2,1536,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:41,0,0,1,1544,2,1544,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:51,4,36,2,2960,2,2672,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:51,0,0,3,2344,2,2344,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:51,4,36,2,2960,2,2672,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:51,0,0,3,2056,2,2056,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:45:51,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:45:51,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:01,0,0,1,6248,3,6248,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:01,0,0,1,3088,3,3088,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:01,0,0,1,6248,3,6248,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:01,0,0,1,2504,3,2504,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:01,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:01,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:11,2,18,3,25840,13,25696,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:11,0,0,1,25360,12,25360,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:11,2,18,3,25840,13,25696,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:11,0,0,1,25072,12,25072,12,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:11,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:11,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:21,1,9,4,7968,6,7896,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:21,0,0,6,9224,9,9224,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:21,1,9,4,7968,6,7896,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:21,0,0,6,8648,9,8648,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:21,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:21,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:31,0,0,1,6040,4,6040,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:31,0,0,1,5048,3,5048,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:31,0,0,1,6040,4,6040,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:31,0,0,1,4752,3,4752,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:31,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:31,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:41,1,9,6,7128,5,7056,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:41,0,0,7,14080,5,14080,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:41,1,9,6,7128,5,7056,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:41,0,0,7,13496,5,13496,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:41,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:41,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:51,4,44,4,14152,5,13792,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:51,0,0,6,18152,5,18152,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 05:46:51,4,44,4,14152,5,13792,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 05:46:51,0,0,6,17744,5,17744,5,0,0,0,0
